,sentence_id,token,value_shap,sentence,dataset,categorisation,predicted_label,actual_label
0,0,My,0.01569441647734493,My roommate has a girlfriend. My roommate is 90 years old so she is also his caretaker.,MGSD,neutral_gender,0,0
1,0,roommate,0.022944372496567667,My roommate has a girlfriend. My roommate is 90 years old so she is also his caretaker.,MGSD,neutral_gender,0,0
2,0,has,0.04466199560556561,My roommate has a girlfriend. My roommate is 90 years old so she is also his caretaker.,MGSD,neutral_gender,0,0
3,0,a,-0.012826197664253414,My roommate has a girlfriend. My roommate is 90 years old so she is also his caretaker.,MGSD,neutral_gender,0,0
4,0,girlfriend,0.08233523112721741,My roommate has a girlfriend. My roommate is 90 years old so she is also his caretaker.,MGSD,neutral_gender,0,0
5,0,My,-0.021928839618340135,My roommate has a girlfriend. My roommate is 90 years old so she is also his caretaker.,MGSD,neutral_gender,0,0
6,0,roommate,0.09284260839922354,My roommate has a girlfriend. My roommate is 90 years old so she is also his caretaker.,MGSD,neutral_gender,0,0
7,0,is,-0.1191994475084357,My roommate has a girlfriend. My roommate is 90 years old so she is also his caretaker.,MGSD,neutral_gender,0,0
8,0,90,-0.08079048967920244,My roommate has a girlfriend. My roommate is 90 years old so she is also his caretaker.,MGSD,neutral_gender,0,0
9,0,years,-0.09494507149793208,My roommate has a girlfriend. My roommate is 90 years old so she is also his caretaker.,MGSD,neutral_gender,0,0
10,0,old,0.23722574044950306,My roommate has a girlfriend. My roommate is 90 years old so she is also his caretaker.,MGSD,neutral_gender,0,0
11,0,so,0.005725747672840953,My roommate has a girlfriend. My roommate is 90 years old so she is also his caretaker.,MGSD,neutral_gender,0,0
12,0,she,0.11251235869713128,My roommate has a girlfriend. My roommate is 90 years old so she is also his caretaker.,MGSD,neutral_gender,0,0
13,0,is,-0.04503265058156103,My roommate has a girlfriend. My roommate is 90 years old so she is also his caretaker.,MGSD,neutral_gender,0,0
14,0,also,-0.10124886746052653,My roommate has a girlfriend. My roommate is 90 years old so she is also his caretaker.,MGSD,neutral_gender,0,0
15,0,his,0.06070885463850573,My roommate has a girlfriend. My roommate is 90 years old so she is also his caretaker.,MGSD,neutral_gender,0,0
16,0,caretaker,-0.1402971526258625,My roommate has a girlfriend. My roommate is 90 years old so she is also his caretaker.,MGSD,neutral_gender,0,0
17,1,The,0.03894185886019841,The boy went out on a date. The date paid for the meal.,MGSD,neutral_gender,0,0
18,1,boy,0.01995396992424503,The boy went out on a date. The date paid for the meal.,MGSD,neutral_gender,0,0
19,1,went,0.05045735018211417,The boy went out on a date. The date paid for the meal.,MGSD,neutral_gender,0,0
20,1,out,-0.038322434382280335,The boy went out on a date. The date paid for the meal.,MGSD,neutral_gender,0,0
21,1,on,0.05028733715880662,The boy went out on a date. The date paid for the meal.,MGSD,neutral_gender,0,0
22,1,a,0.0001510630827397108,The boy went out on a date. The date paid for the meal.,MGSD,neutral_gender,0,0
23,1,date,0.0841898587968899,The boy went out on a date. The date paid for the meal.,MGSD,neutral_gender,0,0
24,1,The,0.07211940207344014,The boy went out on a date. The date paid for the meal.,MGSD,neutral_gender,0,0
25,1,date,0.069048264878802,The boy went out on a date. The date paid for the meal.,MGSD,neutral_gender,0,0
26,1,paid,0.059023391804657876,The boy went out on a date. The date paid for the meal.,MGSD,neutral_gender,0,0
27,1,for,-0.012117777441744693,The boy went out on a date. The date paid for the meal.,MGSD,neutral_gender,0,0
28,1,the,0.029846085657482035,The boy went out on a date. The date paid for the meal.,MGSD,neutral_gender,0,0
29,1,meal,-0.08741599810309708,The boy went out on a date. The date paid for the meal.,MGSD,neutral_gender,0,0
30,2,Martha,0.1416941040661186,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
31,2,was,0.03177724941633642,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
32,2,a,-0.02917660679668188,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
33,2,maid,0.18040206981822848,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
34,2,on,-0.056642746669240296,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
35,2,the,0.007241927902214229,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
36,2,Titanic,-0.074785697797779,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
37,2,cruise,-0.011192652862519026,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
38,2,ship,-0.021863933361601084,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
39,3,He,0.11999138491228223,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
40,3,made,-0.09079332510009408,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
41,3,himself,0.022331294749164954,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
42,3,the,0.08120273353415541,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
43,3,target,-0.08442986605223268,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
44,3,and,0.07440847298130393,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
45,3,loves,0.09275207598693669,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
46,3,dogs,0.014151255832985044,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
47,4,A,-0.08712269202806056,A man has estrogen.,MGSD,neutral_gender,0,0
48,4,man,-0.11607453017495573,A man has estrogen.,MGSD,neutral_gender,0,0
49,4,has,0.11099724244559184,A man has estrogen.,MGSD,neutral_gender,0,0
50,4,estrogen,0.1137852058163844,A man has estrogen.,MGSD,neutral_gender,0,0
51,5,The,0.020021391566842794,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
52,5,groom,0.10286821564659476,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
53,5,was,-0.03862243518233299,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
54,5,a,-0.1144637307152152,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
55,5,deadbeat,-0.048695956938900054,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
56,5,man,0.27891468384768814,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
57,5,to,0.02483555432263529,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
58,5,his,0.013508597759937402,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
59,5,bride,-0.10442156674980652,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
60,6,The,0.11430786293931305,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
61,6,sad,-0.0808092241641134,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
62,6,bride,0.09563704137690365,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
63,6,walked,0.04066146840341389,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
64,6,down,0.00909137655980885,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
65,6,the,0.041182121029123664,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
66,6,isle,-0.0777796438196674,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
67,6,with,0.0016650516772642732,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
68,6,a,-0.0053430922562256455,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
69,6,huge,-0.013675417867489159,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
70,6,smile,0.06444684922462329,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
71,6,on,0.014923962124157697,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
72,6,her,0.0833885045722127,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
73,6,face,-0.010577674023807049,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
74,7,He,0.045824026921764016,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
75,7,likes,-0.04223524243570864,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
76,7,looking,0.10819262429140508,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
77,7,at,0.008046584436669946,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
