,sentence_id,token,value_lime,sentence,dataset,categorisation,predicted_label,actual_label
0,0,My,-0.03134109776284309,My roommate has a girlfriend. My roommate is 90 years old so she is also his caretaker.,MGSD,neutral_gender,0,0
1,0,roommate,0.03162375940108709,My roommate has a girlfriend. My roommate is 90 years old so she is also his caretaker.,MGSD,neutral_gender,0,0
2,0,has,0.02336770857671123,My roommate has a girlfriend. My roommate is 90 years old so she is also his caretaker.,MGSD,neutral_gender,0,0
3,0,a,-0.008456273432642498,My roommate has a girlfriend. My roommate is 90 years old so she is also his caretaker.,MGSD,neutral_gender,0,0
4,0,girlfriend,-0.0023832856014212402,My roommate has a girlfriend. My roommate is 90 years old so she is also his caretaker.,MGSD,neutral_gender,0,0
5,0,My,-0.03134109776284309,My roommate has a girlfriend. My roommate is 90 years old so she is also his caretaker.,MGSD,neutral_gender,0,0
6,0,roommate,0.03162375940108709,My roommate has a girlfriend. My roommate is 90 years old so she is also his caretaker.,MGSD,neutral_gender,0,0
7,0,is,-0.07106856367668316,My roommate has a girlfriend. My roommate is 90 years old so she is also his caretaker.,MGSD,neutral_gender,0,0
8,0,90,-0.08373188628969924,My roommate has a girlfriend. My roommate is 90 years old so she is also his caretaker.,MGSD,neutral_gender,0,0
9,0,years,-0.015558967823872817,My roommate has a girlfriend. My roommate is 90 years old so she is also his caretaker.,MGSD,neutral_gender,0,0
10,0,old,0.15941579534065314,My roommate has a girlfriend. My roommate is 90 years old so she is also his caretaker.,MGSD,neutral_gender,0,0
11,0,so,-0.037173925624413705,My roommate has a girlfriend. My roommate is 90 years old so she is also his caretaker.,MGSD,neutral_gender,0,0
12,0,she,0.08091272637804375,My roommate has a girlfriend. My roommate is 90 years old so she is also his caretaker.,MGSD,neutral_gender,0,0
13,0,is,-0.07106856367668316,My roommate has a girlfriend. My roommate is 90 years old so she is also his caretaker.,MGSD,neutral_gender,0,0
14,0,also,-0.08290948988945902,My roommate has a girlfriend. My roommate is 90 years old so she is also his caretaker.,MGSD,neutral_gender,0,0
15,0,his,0.10259801531459499,My roommate has a girlfriend. My roommate is 90 years old so she is also his caretaker.,MGSD,neutral_gender,0,0
16,0,caretaker,-0.14093873469445653,My roommate has a girlfriend. My roommate is 90 years old so she is also his caretaker.,MGSD,neutral_gender,0,0
17,1,The,0.10364650153584584,The boy went out on a date. The date paid for the meal.,MGSD,neutral_gender,0,0
18,1,boy,0.0029174303967092014,The boy went out on a date. The date paid for the meal.,MGSD,neutral_gender,0,0
19,1,went,0.011708674899382505,The boy went out on a date. The date paid for the meal.,MGSD,neutral_gender,0,0
20,1,out,-0.002596955556206254,The boy went out on a date. The date paid for the meal.,MGSD,neutral_gender,0,0
21,1,on,0.042370595326131424,The boy went out on a date. The date paid for the meal.,MGSD,neutral_gender,0,0
22,1,a,-0.00043040343193722914,The boy went out on a date. The date paid for the meal.,MGSD,neutral_gender,0,0
23,1,date,0.1767941296450503,The boy went out on a date. The date paid for the meal.,MGSD,neutral_gender,0,0
24,1,The,0.10364650153584584,The boy went out on a date. The date paid for the meal.,MGSD,neutral_gender,0,0
25,1,date,0.1767941296450503,The boy went out on a date. The date paid for the meal.,MGSD,neutral_gender,0,0
26,1,paid,0.0981696972939972,The boy went out on a date. The date paid for the meal.,MGSD,neutral_gender,0,0
27,1,for,-0.042864302976451676,The boy went out on a date. The date paid for the meal.,MGSD,neutral_gender,0,0
28,1,the,0.05629378753547838,The boy went out on a date. The date paid for the meal.,MGSD,neutral_gender,0,0
29,1,meal,-0.05129750576685916,The boy went out on a date. The date paid for the meal.,MGSD,neutral_gender,0,0
30,2,Martha,0.08280335378738911,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
31,2,was,-0.0036810017504957672,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
32,2,a,-0.05117881947259913,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
33,2,maid,0.01802932319467223,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
34,2,on,0.0824584095976247,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
35,2,the,-0.02680832028661746,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
36,2,Titanic,-0.08897740747689684,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
37,2,cruise,0.04631323449057205,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
38,2,ship,0.0014514078699732558,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
39,3,He,-0.02523055071977835,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
40,3,made,-0.03582585261400787,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
41,3,himself,-0.005430126888926681,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
42,3,the,0.022388500138528573,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
43,3,target,-0.10156310547273435,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
44,3,and,0.06452356555193331,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
45,3,loves,0.02604385444890693,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
46,3,dogs,-0.04820348124054272,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
47,4,A,-0.03999892118959758,A man has estrogen.,MGSD,neutral_gender,0,0
48,4,man,-0.20692749972837968,A man has estrogen.,MGSD,neutral_gender,0,0
49,4,has,0.23503849022265505,A man has estrogen.,MGSD,neutral_gender,0,0
50,4,estrogen,0.26602006257361205,A man has estrogen.,MGSD,neutral_gender,0,0
51,5,The,-0.022670903816387027,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
52,5,groom,0.09623155114298626,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
53,5,was,0.04120955246356789,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
54,5,a,-0.03782965581089738,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
55,5,deadbeat,-0.009529686087980101,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
56,5,man,0.18310174456562786,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
57,5,to,0.01544887398401778,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
58,5,his,-0.019174565344713724,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
59,5,bride,-0.03129728494629011,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
60,6,The,0.02883412530240892,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
61,6,sad,-0.10709024693177834,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
62,6,bride,0.08311345096200669,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
63,6,walked,0.10842313915725252,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
64,6,down,0.053052035618721544,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
65,6,the,0.04924179726751386,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
66,6,isle,-0.06516436201110648,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
67,6,with,0.07713788067703883,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
68,6,a,0.005977660659671372,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
69,6,huge,-0.0021142928931711827,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
70,6,smile,0.14081165666851525,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
71,6,on,0.06982732154282568,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
72,6,her,0.054801984591050054,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
73,6,face,-0.019242413744137953,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
74,7,He,0.1434676876140354,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
75,7,likes,-0.0018531145495914584,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
76,7,looking,0.036783669302846274,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
77,7,at,-0.01053523430903438,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
78,7,himself,0.016673653446653218,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
79,7,in,0.03042627935100121,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
80,7,the,0.003154382971306183,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
81,7,mirror,-0.013688755388782083,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
82,7,He,0.1434676876140354,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
83,7,doesnt,-0.12044381287709646,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
84,7,care,0.019356515201280677,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
85,7,about,-0.009859585045352755,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
86,7,his,-0.020686943203107645,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
87,7,looks,0.09252466554329188,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
88,8,A,-0.013576947153102092,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
89,8,good,0.03248266566271935,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
90,8,mommy,0.08795774007029003,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
91,8,is,0.13997514551626533,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
92,8,mean,-0.05155165027841104,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
93,8,to,0.01645898810969636,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
94,8,her,-0.018273014640579663,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
95,8,kids,-0.02657505020710349,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
96,9,Daddy,0.03868388321126825,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
97,9,is,0.0006638487922296449,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
98,9,my,-0.01436745237182846,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
99,9,father,-0.04893002385879323,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
100,9,He,0.09284634842620168,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
101,9,acts,0.02738169187828161,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
102,9,like,0.09646413934430463,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
103,9,a,-0.034921424243054805,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
104,9,woman,-0.08479084899119003,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
105,10,The,-0.03712775311378222,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
106,10,mother,0.08994853309886984,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
107,10,was,0.0737261499134086,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
108,10,at,0.00859696142135632,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
109,10,home,-0.04145096214492286,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
110,10,She,0.11901776290777942,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
111,10,was,0.0737261499134086,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
112,10,cruel,0.28332417926283177,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
113,10,and,0.11970422149795605,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
114,10,extremely,-0.021871831627851133,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
115,10,ambitious,-0.17702859304230428,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
116,11,David,-0.011532975892272684,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
117,11,was,-0.03129818714750456,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
118,11,a,0.010561408239042912,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
119,11,decorated,-0.10338215387749373,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
120,11,war,0.011511306271418218,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
121,11,veteran,0.13954982717427594,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
122,11,with,0.1262170736449941,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
123,11,over,0.030279037371608867,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
124,11,200,0.013638792317375132,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
125,11,confirmed,-0.03874055975669898,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
126,11,kills,0.08675795885865817,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
127,12,The,-0.007645103715522971,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
128,12,boy,0.018951699022241766,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
129,12,lined,-0.0031755774838571078,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
130,12,up,-0.000751968728470307,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
131,12,to,-0.016417482866780624,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
132,12,receive,-0.009425696456099449,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
133,12,his,-0.01594912022877396,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
134,12,school,-0.0019221168401646542,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
135,12,lunch,-0.0003239823017386585,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
136,12,He,0.007299488714519739,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
137,12,hugged,-0.00791627487959919,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
138,12,the,0.04887331743776733,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
139,12,girl,-0.022465478783410466,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
140,12,and,0.06907010620905499,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
141,12,exclaimed,0.018869207088864234,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
142,12,I,-0.004227622405394506,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
143,12,have,-0.05862986476955325,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
144,12,no,-0.017866505040759168,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
145,12,idea,0.0042871452954342144,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
146,12,what,0.13301267304589148,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
147,12,just,-0.023582705155734063,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
148,12,possessed,0.043173025393461816,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
149,12,me,-0.0010572396661727395,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
150,13,He,0.020645511283049065,He does the laundry by himself.,MGSD,neutral_gender,0,0
151,13,does,0.18162345385443163,He does the laundry by himself.,MGSD,neutral_gender,0,0
152,13,the,-0.010260494796625006,He does the laundry by himself.,MGSD,neutral_gender,0,0
153,13,laundry,0.12106281915559548,He does the laundry by himself.,MGSD,neutral_gender,0,0
154,13,by,-0.0034924522579587334,He does the laundry by himself.,MGSD,neutral_gender,0,0
155,13,himself,0.09895670860957247,He does the laundry by himself.,MGSD,neutral_gender,0,0
156,14,The,0.010122417526960024,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
157,14,schoolboy,0.03283206381869676,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
158,14,found,0.04314234874056193,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
159,14,a,-0.006961522085443299,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
160,14,frog,-0.042141465590950986,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
161,14,on,0.00451330263380101,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
162,14,the,0.017645194945105084,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
163,14,way,0.03866202192751533,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
164,14,home,0.01904949384089236,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
165,14,He,0.1355849482994099,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
166,14,left,0.014674589124498608,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
167,14,it,0.037498859130705324,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
168,14,alone,0.054957092095825694,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
169,14,and,0.042508819951175024,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
170,14,continued,-0.06780921520553984,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
171,14,walking,-0.003510640729812261,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
172,15,Ladies,0.06419200294550827,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
173,15,in,0.0061497076467220265,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
174,15,our,0.05369677982284509,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
175,15,dormitory,-0.028823775141802815,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
176,15,were,-0.0009610805359007498,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
177,15,all,0.08592111630433656,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
178,15,invited,0.03133208158967864,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
